date,review,rating,isEdited,title,userName,developerResponce
"April 7, 2023","The app isn't really a 1 star. It's not bad. But I keep getting a pop up
                            demanding a review, with no option to skip. Well, if you force me like that, you get 1 star
                            every time.",1,,,Ted Morris,
"September 27, 2021","Previously I was using my favourite ASUS gallery in my Oppo phone. But after
                            upgradation of phone to ANDROID 11, it was creating some problem. It is the exact gallery
                            I've been searching. Just nice and easy to use. Thanks InShot.",5,,,R. K. Shrivastava,
"June 9, 2022","Good app very easy to use and also easy to categorize all your photos and
                            videos. Works great . Very minimal ads",5,,,B Wysong,
"February 26, 2022","This is one of the most famous downloadervweb of the world and after
                            searching the video, you can easily find and download. And may god this type of app coming
                            in the life so that everyone may find the music or video by this app and i really appreciate
                            it.",5,,,Mr Varma Kumar,
"July 2, 2021","I greatly enjoy the way that the photos are organized into seperate albums.
                            Camera photos, screenshots, downloads, etc.",5,,,J A,
"September 21, 2020","In my Androind 10 phone the folder view lags so much and this app doesn't
                            even response if i click on any folder. Scrolling through folder view also laga too much.
                            Please look into this problem.",2,,,Ravindra Gondaliya,
"March 6, 2023","Great video pics gallery app. it had a drag and drop option too. no adds. i
                            can create as many folders as i wish.",5,,,Muskan Kumari,
"August 6, 2021","My private file pictures are lost ..how ???.? I am so sad😑😔😔 ....this was
                            very unfair function in this app .....not suggest to use private folder for important
                            document or pictures .....you lost them.😏😣...i requeat to app honure to resolve this
                            problem for me....please☝️",1,,,Aditya kumar gupta,
"April 27, 2023","Don't usually give 5 stars but, Only if you guys continue doing a excellent
                            job with the application... And not 🚫 always look for reasons to update the application (
                            something that isn't broken) , You'll keep the 5 stars....",5,,,Jarvis Blay,
"March 29, 2022","World best app i like it because it gives you world best features this app
                            is realy very nice for all users and this app is very best for software developers . I am
                            giving 5 stars to this app because i am a software developer i develop games , apps , and
                            websites . I developing minecraft pocket edition addons so in my android device so many
                            photos was covering my device storage but after installing this app my problem is 100% solve
                            and the best feature of this app is this is completly free . 👍",5,,,GHGL TG GAMER,
"July 20, 2022","Love the gallery app. I've tried so many and I was just gonna stick with my
                            Google Photos until I tried your Photo Gallery App. I love it. I'm still checking it out but
                            so far I rate it a 5 ⭐⭐⭐⭐⭐.",5,,,Shawn Wheeler,
"June 15, 2022","I hate this app! I hope whoever developed this gets their teeth smashed in.
                            It's the second time that I made hidden files and they just vanished. I had wedding
                            rehearsal videos that I made hidden and just can't get them back. I really hate this app
                        ",1,,,UncleDaddy Bear,
"May 31, 2022","When I pause a video it doesn't stop at that frame, I can't edit s video it
                            says not valid app found and can't open with an external video editor also so...",4,,,DARZY,
"July 12, 2023","My only issue with this app is that it doesn't have many editing features
                            like other gallery apps Reply: add text, drawing, etc.",4,,,Crystal Lowder,
"March 15, 2022","This is very Good app...... And I am satisfied at this....... But one thing
                            that....... Some videos or photos that i want a separate folder like song, personal videos
                            and Islamic videos foulders.are separately arrange...",5,,,Urooj Nirma,
"October 23, 2022","Says I need to Grant access to all the files on the phone that are not
                            related to photo sharing every single file on my phone needs to be accessible according to
                            this app I know how many of you people noticed that big word that said manage permissions
                            when you accepted this app",1,,,arcata company,
"October 27, 2021","Can't move photos to SD card. It said I must allow access and I did it, but
                            it says ""wrong folder, please select root folder blablabla"". It is already root folder of
                            ""downloads"". Why you make it so complicated?",1,,,Ratu Kaniya,
"December 15, 2021","This is so trash! Kept glitching, moves slow, and randomly shut down! Then
                            the redundancy of editing your pics...ugh! I can't believe I paid for this",1,,,Tim Tucker,
"June 21, 2021","Can't hide folders or image/videos located in SD Card. BIG SHORTCOMING.
                            Nowadays many apps can handle operations in the SD Card with no problem.",1,,,Carlos Peralta,
"November 11, 2022","It's a good app. 👍 It works on a cheap phone as well, so that helps,
                            because the cheap phone did not even come with a Gallery app at all.",5,,,Jeffrey Williamson,
"November 8, 2023","Strictly don't install this app. Suddenly all my hidden files private folder
                            got erased. Very annoying. Full bugs. Don't install this stupid app.",1,,,BASKAR RAJ,
"November 13, 2022","My phone doesn't come with a photo gallery on it, only Google Photos, so I
                            downloaded & tried about 15-20 different galleries, this is the ONLY I even liked!!!
                            Works great!",5,,,Alisha Lynn Davis,
"January 28, 2022","Sincerely, the App is my Favourite,it is very easy to handle even as it
                            performs much task. My fervent Applaud Remains IMPONDERABLE to All that Contributed in one
                            way or the other towards making it Effective.",5,,,OKORONKWO JOHNSON,
"August 28, 2021","It sucks, you all are liars, you said that it would edit videos & pics,
                            it shows edit button but it doesn't work, says it does have a valid app! Bye Liars!!!",1,,,Vance Lake,
"November 4, 2021","I don't like it, I'm using a Huawei Nova 2 Lite phone. And It won't show all
                            my photos. Not even a single one. I suggest you all to update this a fast a possible. THANK
                            YOU!!!",1,,,Alexis Rein Early Seven,
"April 7, 2021","Thank you so much gallery for your excellent feature. I truly like it the
                            way it hides my pictures and keep it private. Thanks once again for making my life private.
                            Love, Umairah",5,,,Umairah Asya,
"June 20, 2021","My boyfriend was trying to unlock my phone being nosey.. In which he
                            restarted my entire phone.. I used this app.. And had a code for the private photos i had
                            uploaded in this app.. I redled the app, did i lose everything when he reset my phone or how
                            can i get all of my fav videos back? Help!",3,,,Danyelle,
"March 1, 2023","Wants to include all folders so no exclude option. No good to me so
                            uninstalled. What is it you don't comprehend about an Exclude folder option? Change your job
                            maybe pick up rubbish may not be too taxing for your miniscule brain.",1,,,Andytom hall,
"November 21, 2021","It doesn't shows pics for importing. The round circle is moving for 3
                            minutes. Very poor app. Just a waste of time",1,,,Navnoor Singh,
"July 5, 2021","Will be great app and worth to buy if you add: 1.Exclude folders option. 2.
                            Possibility to move to pivate area photos from SD card (now it shows ""can't operate in SD
                            card).",4,,,P. B.,
"September 3, 2021","Works great very happy with the app.I did loose some of my photos after a
                            Google update I don't think it had anything to do with the app. Makes you wonder.",5,,,Stephen Ingram,
"November 5, 2022","It would be better if it doesn't have an add cause I'm really struggling to
                            open it especially if my data is open. Please remove the add first but anyway i love it but
                            it's just the add.",3,,,ary minatozaki,
"February 8, 2022","This app is so good and I am very satisfied with this new edition and l
                            recommend to all those persons who wants to get a quick reach to their documents and you
                            guys must be span this app , it also be not imply abundant ads so that's why it is highly
                            recommended.",2,,,Mohsin Mushtaq,
"January 29, 2023","1) vedio , clean, private, recent , these bottom need to be at bottom insted
                            of top. 2) grid/list option need, at present not available 3) paid version is rate is
                            maximum pl give discount otherwise it is ok",3,,,A.H.Laskar,
"March 1, 2021","Really good app but for some reason it wouldn't allow my phone to select it
                            as the default gallery app....... It just wasn't listed as an option. Otherwise would've
                            paid for pro and it would've been 5 stars",2,,,Chaz Christensen,
"August 28, 2021","It manages its functions well nd is very easy to use.Just set a lock and
                            secure your pictures and important documents.Btw, It's excellent with easy interface..",5,,,Areeba Faisal,
"April 30, 2022","I would change the timing of asking to rate the app I didn't have to app no
                            more then a minute and it has already ask to rate it other then that I would probably change
                            the ad thing yeah I know it's for money related stuff but it being less frequently",4,,,George Mckenzie,
"May 31, 2023","Really like the new video player, massive update from the old one. Bumping
                            my rating up to 5 stars (was 3) because of how much better the app has gotten since I first
                            started using it over a year ago.",5,,,Munk151,
"August 5, 2022","Very clean, slick UI allowing for quickly navigating through & selecting
                            functions. Great job developers! Facelick you. ❤️",5,,,Jason Vincent,
"March 28, 2022","This app is really very good accidentally I delete this app after deleting I
                            was like oh God I lose my every pictures documents and video but after reinstalled this app
                            I just put email ID on my password section then I see amazing I got my everything file and
                            every picture I didn't lose anything I was so happy that's why I am giving this app 5 star
                            rating to good I am so satisfy with this app",5,,,Rinki Bera,
"January 28, 2023","It is a veey good app i think everyone should download it , one thing i like
                            most is de private , it allows you to save anything you don't want others to see without
                            your permission they can't open it",5,,,Prince Opoku,
"January 11, 2022","A very excellent app with powerful feature...I lost it on my phone but due
                            to it powerful feature I have decided to download it again.. especially the lock side..well
                            done fam",5,,,Baah Jennifer,
"June 20, 2021","It's too good.we can transfer any pics and videos one file to another file.
                            We can save some important pics in private file. it's really good",4,,,Appu,
"May 5, 2022","I'm not able to import images from gallery to private folder. This is
                            happening after the latest update. Please assist",3,,,Sree Sreeja,
"October 6, 2022","This is the app I was looking for,and I have found it. It has all the
                            functions that I need. A good and fastastic app. Keep it up, Mr Developers!",5,,,cy deng,
"October 19, 2022","This is very good and secure gallery . Having private folder in which you
                            can lock what you want .",5,,,Salman Khan,
"March 2, 2021","not bad , but the one feature I'd pay for. is the ability to avoid mp3 art
                            ,book titles, book art and video art, not sure why I havent ever seen this.",3,,,Martin Wippler,
"October 12, 2022","This was the application of gallery I have been looking for. Please don't
                            make any changes. Or make a different sign to choose it without confusion",5,,,George Kepa,
"April 28, 2023","It's a really good still but gif previews for the thumbnails is gone now
                            which is kinda upsetting but otherwise still a good app better for organizing photos",4,,,jake sexton,
"May 21, 2022","What happen to this app? I may hide the pictures but the videos is still
                            visible in my gallery. You can't just play it in your gallery but it's still there. Not
                            hidden at all",2,,,TuTortle,
"November 2, 2022","I forget my pattern, and it's displaying input your middle name which I did
                            and it's still no unlocking. I suggest there should be a recovery email or so to make it
                            easy to recover forgotten passwords.",1,,,Abdullahi Lawal Gomna,
"March 14, 2022","It was working well, all of a sudden now its asking us to grant a
                            permission. And says it can delete all the files on our device , it can read our messages.
                            What's wrong?",2,,,Priyal Jain,
"December 22, 2022","I like this App. I can open my gallery. I can look my photos and watch
                            videos without asking me to open another App to watch there.....is perfect for me.",5,,,Lilian Nangira,
"February 3, 2021","Very easy to follow the instructions to import locked pictures. Still more
                            to explore too.",5,,,Christopher Delbart,
"May 8, 2023","A mess that's what I had and now I have it organized and I can compress
                            videos and edit the size of my photos too . Worse great with the hd camera I downloaded as
                            well .",5,,,James Clayton Jones,
"March 2, 2022","It was working properly but suddenly yesterday all my photos from private
                            folder are disappeared 😩. They were very important. I want them back.",2,,,Sam Streaks,
"December 17, 2020","It's the best Photo app that I have experienced since I have been on these
                            photo app's. I would definitely vote for everyone to give it a shot..",5,,,Shala Blankenship,
"January 20, 2023","A great app. Only reason why it's not 5 stars is I can't work out how to
                            exclude some albums (like music) from showing in the gallery.",4,,,Doug Mitchell,
"November 11, 2022","Don't like the update. Got a new phone and now can only have a private
                            folder if I add email. I can remember my pin...no thanks. Changed rating to 1 star.",1,,,The Saint Must Walk Alone,
"March 7, 2023","I was use this app form lost two years,3 months back sudenly this app dose
                            not working. I loss my photos and videos how to get back data from this app.",2,,,Guraja Rajesh,
"November 29, 2021","This is a very wonderful app, it is easy to use...and i have total privacy
                            over some things that I don't want to show or share to anyone. Thank you developers of this
                            app",5,,,christopher phiri,
"April 27, 2022","Great gallery one of the better/best ones I can find and I tried many. Every
                            thing works well. Has great features.",5,,,Gene Zeb,
"February 21, 2023","I like that this is one of the few photo galleries I found that allows you
                            to use your photos as phone wallpaper. It also fairly easy to use.",5,,,Kathryn Woodruff,
"December 30, 2021","It was easy to use but the last update have made it almost impossible to
                            use. Use to be able to move things around with no problems now it asks so many questions and
                            still doesn't work right. Why couldn't you leave it the way it was.",2,,,rachel brian,
"August 14, 2022","Nice program easier to rename and rearrange photos. But would be nicer if
                            you could have folders in folders.",3,,,Bigl Cadking,
"January 17, 2021","When I get the chance to use it.would be able to make a review.whats the
                            hurry.you want the rating before I can find something good or bad.so far 5 stars because I
                            didn't have a picture gallery.up until 6 mins ago..I'm lie n it's been 24 mins.im just
                            saying.",5,,,Russell Napps,
"September 10, 2022","This app make possible for me to hide my private pictures and videos. It
                            also helps me to edit the photos in my phone and also help me in many other things.",4,,,Scott Prince Kuiro,
"February 10, 2022","I was in love with this app, but after my phone asked for a update i lost my
                            app from my phone automatically. And i lost all pictures and videos which i hide. It's
                            really a worst experience i had.",1,,,Ranjit R Pillai,
"December 27, 2021","I can ask gallery at 3 star review because it's not really the best gallery
                            and I don't like help some of your pictures are private and I think that they should I'll be
                            organized.",3,,,Alexys Rose,
"February 9, 2023","Finally found the gallery app that works best for my needs! Simple. Easy to
                            use. Clear interface. Great app",5,,,Thomas Armando Gualtieri,
"January 2, 2023","Very easy to use app for those phones that doesn't have it's own factory
                            gallery app. To those who need one app like this, put this app on and you're set!! 💪🏼😎✌🏼
                        ",5,,,Angel Guerrido,
"September 14, 2021","It's absolutely awesome, download it friends you won't regret, it's makes it
                            easy to locate ur files and also separate them in so a way u can easily locate, its my
                            favorite gallery as it stands",5,,,Ledum Christian,
"January 26, 2021","Great app. Very simple to use. Great feature is private folder securely
                            saves very important photos or documents with secured pin.",5,,,Manoj Nayee,
"May 15, 2021","I really like this app.it has a private folder .I think my only worry is
                            that the recycle bin is on the same page with the other albums",4,,,Addae Richard,
"May 10, 2023","Best app 4 me. Not too busy , not difficult. Wonderfully simple and dark
                            theme...thanks and will U STOP ASKING ME TO RATE PLEASE B4 I TAKE A STAR. IVE RATED5. U WANT
                            ME TO SAY 10?? OK 10STARS. THANKS",5,,,William,
"April 8, 2021","Not that wonderful. First issues, I have ""app doesn't respond"" notification.
                            Second, when I transfer to memory card it's SUPER DUPER SLOW",2,,,Sunhee Nohrenberg,
"December 22, 2022","my personal opinion on this picture app is a very good 👍 and easy to use
                            and how simple and I am personally in my own personal use is a very very great choice for
                            you and anyone else like to be able to see for yourself and you know what I am saying about
                            it",4,,,Billyeatyouout,
"January 14, 2022","I really do love this app, it really do things smartly when it comes to
                            privacy. It's a gallery and also an app lock. Love it!",5,,,Tangimatangi Glass,
"October 12, 2021","Too complicated. Cannot move files or find the option that allows you to do
                            so navigation to the app is nearly impossible.",1,,,Xteve Xeairoux,
"February 10, 2022","It is very useful for us we need this types of icons in our mobile because
                            it's safe our photos and others important files can easily safe in this icon their are so
                            many other like screenshot and we can make own folder we can name that folder 😁😂",5,,,Lava 65,
"October 30, 2022","It is the best gallery app I ever used. it has all the features. Works well
                            as a gallery used. Thx for creating a app like this. Love this app so much 💘🤩. *The best
                            gallery app*",5,,,Maryum Noor,
"May 13, 2021","Very user friendly, would like to set a wallpaper or picture t0o the private
                            folders, but love it but so far everything has been great I would so recommend this app to
                            all my friends",5,,,Kathy Buchanan,
"April 6, 2023","Very easy and user friendly. I appreciate the detailed information provided
                            for each artwork. great camera gallery app.",5,,,Seema Varma,
"September 1, 2021","This is awesome, I can't love this any less. So cool an easy to manipulate.
                            I give it 5 star without regretting. It is soo good in editing both photos and videos 😘
                        ",5,,,Essien Happinash,
"January 28, 2023","Best app for safe photograph, it provide to make different folders so it is
                            easy to find pics and folders.",5,,,kirti sahu,
"March 13, 2022","A very good app. Filing and categorical arrangement of photos and videos are
                            excellent and easy to use.",5,,,Estelito Rodriguez,
"April 4, 2022","No problems so far....am able to move pictures between folders which other
                            photo apps didn't allow for some reason.",5,,,Julie Gregory,
"December 6, 2020","It is easy to use even for mediocres It is one of the exceptional apks I
                            have seen and used.Due to it's exceptional qualities, I will not hesitate to recommend it to
                            other Google users worldwide.",5,,,Omoregie Ugiagbe,
"November 13, 2022","I can't find my vault directory after new update. You should fix this
                            problem. I lost many important data. So kindly tell me the way to recover my data",1,,,Bhishmanarayan Singh,
"February 19, 2021","In order to see my oldest pictures I need to scroll down 100 times, really?
                            Why there is no slider I can use to see pictures at the bottom? Unacceptable.",3,,,Lucas,
"November 10, 2022","They vex u with ads. I couldn't crop an image for 3 times due to ads.
                            Everytime I complete my cropping, an as springs up.",1,,,Jilpans Kilpans,
"August 18, 2021","When I imported none of my photo shoiwng 😭😭😭😭😭😭😭this is very bad I
                            can't see my files after import this is rediculous. Worst app I will show this thing on
                            insta YouTube all over you played with me. Even I mailed no response came.",1,,,shivani singh,
"October 15, 2020","I will like to appreciate this app as it sequence of keeping photos are
                            better than other... And most important we can easily attach or hide any photoes safely
                            here.",5,,,Saniya Shree,
"September 20, 2022","This app is very good but I am facing a problem I deleted my private data a
                            few days ago and I want to restore it but it doesn't work if there is any function in x
                            gallery please help me thanks۔",4,,,rashid latif,
"January 27, 2022","many galleries I have installed, there has been some problem, but since I
                            have installed this gallery, my problem is gone. this is such a good app for every one such
                            as me.😊😊",5,,,ayesha khursheed,
"February 20, 2022","This app is good I love that I can lock my private photos up now my kids
                            can't see them. I'm going to continue to use this instead of my original. Thank God there's
                            an app like this... Thank you Gallery",5,,,Trish Mallory,
"November 13, 2021","Im so frustrated Actually what happened was- I was using it for quite long
                            time but suddenly yesterday my private files vanished out I tried entering pin again and
                            again from yesterday but my files , they are lost......",1,,,Navy,
"January 3, 2022","This is a really good app.. I like the private photo keeping thing there and
                            it help to free up spaces,the photo will be deleted or keep in recycle bin.. everything is
                            nice. I use this app so much it is easy to use.",5,,,Sumaiya Salsabil Surah,
"July 11, 2022","Almost perfect gallery app. My only suggestion would be to allow cover image
                            to be set on locked folders",4,,,Jake Walker,
"April 8, 2023","Very slow on xiomi 11, doesn't recognize SD card, worked ok with xiomi 9,
                            not sure of the phone is the problem or the update..",3,,,rahul g,
"May 11, 2021","Beautiful interface and simple design, super clean! Love that it plays vids
                            without permission-stuff. 😊",5,,,Bri StratoStar,
"February 10, 2023","I recently purchased a new phone. All my photos were transferred except the
                            photos in my private folder. Are the photos lost or were deleted in the transfer??",2,,,Stewart Savage,
"August 2, 2022","The app in the store is 'gallery', but the name of the app is 'xGallery'.
                            That doesn't build trust with the end user. Immediately uninstalled.",1,,,Jason Greene,
"July 31, 2023","I Love this apps way of putting my images together in different albums &
                            I can see videos separate & there is a good lock Album where you can have more Albums
                            there for Special Things it separates Photos Videos & Even Gifs i love this App 😘",5,,,Trinity Roundface,
"November 7, 2023","Great app! Finally found an app that allows me to easily transfer videos and
                            images to SD card and free up space on my phone. Kudos Devs!",5,,,Grant Perry,
"June 10, 2023","Horrible App!!! Ads are one thing, but when you have to wait 30seconds to
                            show someone a picture, it's EXTREMELY inconvenient!! How do you mess up a photo gallery
                            app???",1,,,Butler Family,
"July 27, 2023","Ads block bottom of image. Impossible to avoid. Going to find another app to
                            read the instructions i need. Way to go out of your way to make a useless app, developers.
                        ",1,,,Earl Anderson,
"November 6, 2023","One of the best and excellent app . i have google gallery which was not
                            working fine as like this,so when i try this after that uninstall the Google gallery....
                        ",5,,,Muhammad Zakria Khan,
"January 9, 2024","The gall of this app to ask for a 5-star review when it can't even get the
                            ""sort by alphabet"" feature working correctly.....",1,,,Rama K,
"October 27, 2023","I kinda liked this app despite the ads but suddenly it started getting so
                            glitchy and not functioning well.. I'll email the developers to see if they'll do something
                            about it",2,,,Jamaica San Sebastian,
"July 11, 2023","Most useless gallery application. Basic operations of cut and paste are
                            missing. Can not move to desired directory.",1,,,Dr.SAAIE KB,
"May 8, 2023","If you're looking for a good app to store your photos, this is the gallery
                            photo. It's user-friendly and has amazing features.",5,,,Bad Ass,
"November 7, 2023","Great app that gets the job done. There are occasional ads that appear, but
                            you get a great amount of value for free.",4,,,Israel Ajerutis,
"April 20, 2023","Samsung Galaxy S23 Ultra & Android 13 built in much better so don't
                            bother using. The biggest problem is security with evil America 🇺🇸 spying on everyone! I
                            don't want them stealing pics of my 5 & 1 year old Nephews and I just don't know if this
                            is a Yank-ee app or not. Who would of thought that the biggest threat to freedom would not
                            be commy Russia but would be evil America. Stuff you America we are not your country, so
                            stop spying on us or else we go to war! 🥶🥶🥶🥶🥶 I paid for it.",2,,,RUPERT,
"October 27, 2023","Application is very good..but here is a problem.. when any photo or video
                            delete.. It deleting permanently... No RECYCLE BIN are showing...why??? It is big big
                            problem.. plz solve it",1,,,shweta mishra,
"August 14, 2023","It is really appriciated cause It's really helpful to hide our personal
                            photos and videos.. Thank you for this types of excellent app.",5,,,Jabed JB,
"September 20, 2023","""TERRIBLE""... When moving photos to a different folder you can only move one
                            photo at a time after watching ADS on every single transfer👎",1,,,JESSE “JBKOOL” B,
"July 26, 2023","I love all the features of this app except that i can't zoom in the videos,
                            i hope there's a feature to zoom in videos.",3,,,Anthony Luayon,
"July 2, 2023","Can not open images or videos in external apps. Can not edit with external
                            apps. When editing images redirects you to another paid app.",1,,,k3mist,
"May 10, 2021","Its only 24hrs but i have managed to sort out my gallery to perfection
                            without any problems whatsoever...over 6k pics and vidz now sorted without advert pop ups.
                        ",4,,,Spancer Mazinge,
"November 22, 2022","Great app not much ads are running anytime. Easy to use and the extra
                            feature I liked about this app is it's dark theme facility. I love it 💕",5,,,Sohail Mughal,
"August 27, 2021","Easy peasy summer breezy. Good job making an easy to use gallery that was
                            better than the one that came with my cheap phone.",5,,,Soupy Mack,
"July 30, 2023","When I buy a phone that time only I have installed a x gallery app just I
                            love this app but After flashing a phone I have lost my private folder photos in that I have
                            some documents and all now I want that photos now what can I do please help me to recover
                            that photos",3,,,Farhan Mehak,
"June 24, 2023","Good quality for photos ,runs well without crashing . Simple easy to use
                            interface",5,,,Track Star88,
"May 22, 2021","The app is a perfect one so no one goes into your private docanocuments, pix
                            and videos if you don't want them to good job.",5,,,Raymond Inyang,
"January 12, 2022","Thank you 😊 very much I just gave a complaint 2 minutes ago and you slove
                            it very quickly thanks 😊thanks very much 🥲😁 guys it is a very outstanding app install it
                            is is very good 👍app for private photos 📷 if you delete the app and if you go to private
                            and set password and add you email ID and g mail ID the all photos will be back and will be
                            savf in this app thanks once again",5,,,Ayaz Noob,
"May 11, 2023","pretty good app! it sometimes crashes when i delete alot of pics (5-7k pics)
                            but thats understandable... so its fine! :)",4,,,lam!,
"June 4, 2022","I am unable to see some pictures on normal size but when I zoom too close I
                            can see all hd textures but when I see on normal size it gets blurry so I want u to fix it
                        ",3,,,Answer Jamatia,
"March 26, 2023","New photos aren't loading, If you recover photos from bin they delete
                            itself, very long loading, very buggy and laggy.",1,,,uipotenter,
"July 29, 2021","I have encrypted my all photo in this app but unfortunately my all photo are
                            lost there is no any option for recover your data..... I really feel very bad.... My all
                            memories are lost due to this app",1,,,Anjali Pandey,
"August 27, 2022","It was working good but now it is showing problems like whenever i open a
                            folder it does'nt shown its contents...just loading and loading",2,,,Syed Rizwan,
"January 28, 2023","DO NOT USE! This app moved all my photos and videos over and when I deleted
                            them out of the app it deleted every photo and video I had in my gallery!",1,,,Brooks Jackson,
"September 29, 2023","No ability to rotate screen. Locked tablet in portrait mode without
                            permission. Unusable locked in portrait mode.",1,,,GT Haley,
"May 3, 2023","It was really great app,also it didn't give ads like other apps like ,
                            Inappropriate or anything else .I advised you to use this xGallery app ,if you want to
                            ......",5,,,Ayan Ali,
"January 13, 2023","I lost the pics in the private folder twice...few of them which I don't hv
                            another copy of..what kinda service is this..or is it my foolishness to beleive every app is
                            not fake..",1,,,Stanford Joseph,
"September 12, 2021","Perfect tool and professional. I can't regret given 5 stars and if there's
                            additional 2 🌟 🌟 I would rate without look back. More effort",5,,,Joseph Damuos,
"September 23, 2023","Very poor app. I hate this app system. I have deleted sparm file of phone
                            memory but i have lost security file. Fu...k this kind of app progress.",1,,,Masum Ibn Musa,
"July 8, 2023","App got bug, all my recent screenshots didn't show up in album, same for new
                            videos I downloaded.",1,,,Izz Fzz,
"September 10, 2022","I have use last 6 month but my all photos deleted or not showing in lock
                            folder which is save approx 1000+ pics all are missing. Plz help needful.",1,,,Kunwar Shailendra Srivastava,
"March 10, 2023","Simple nice video pics gallery app with good categorizing of pictures. I
                            really like the way it is working.",5,,,Arvindra Singh,
"December 19, 2020","This worked well for a while. Then it just kept cutting off my images and
                            moving them to the bottom right corner of the screen.",3,,,Jonathan Small,
"March 12, 2023","This is my best gallery ever i'm totally impressed with it's performance. I
                            really like this photo video gallery app.",5,,,srijan devarakonda,
"May 6, 2022","Despite moving all my photos out of private folders before uninstalling this
                            dumpster fire, all my photos are gone. Don't install unless you want it to delete anything
                            you have saved",1,,,Jacob Dowdy,
"November 20, 2023","No photo gallery app better. Even video support is great and goes well.
                            Forget Google Photos and get a REAL photo/video app!",5,,,Abraham Uravic (GeoDON),
"March 19, 2023","Well, I haven't even used the app. So you know, it's forcing me to do this
                            review,on the first time I opened it. I know absolutely nothing about this app yet. But I
                            took the time researching for the most appealing app, for my needs,and here we are. Fifteen
                            minutes gone, and for nothing. Thanks for the app though. Can I see if it does what you say
                            it will!",5,,,Monty Ermel,
"January 19, 2023","I have a 64G memory card I use to keep my phones internal memory from
                            getting full. I regularly transfer my pics and vids to my memory card, but now your app
                            won't display any of my SanDisk 64G memory card data. WHY??????",2,,,Mark Conner,
"February 17, 2024",A complete app for photos and videos,5,,,Waqas Khan,
"November 17, 2021","Fingerprint facial recognition biometrics are a plus. You're as a function
                            to keep from accidentally deleting the app and erasing your hidden media.",5,,,Jeremy “Nefarious” Coapstick,
"March 28, 2022","My kid like taking photos using my phone now and then, so with this app it
                            has helped me such that I can hide my photos that I don't want my kid to come aclose or see,
                            it's a great app when we talk about privacy, that's why I'm giving it 5s's",5,,,Christine Jones,
"August 11, 2022","It's much more simple to use and doesn't take alot of data space five thumps
                            up although the privacy could use other methods of lock like pattern please consider",5,,,Kevin Bailey,
"May 4, 2022","Why does this app suddenly need access and control of files in order to
                            function? This is a photo and media app. Also, my previous post stating this disappeared.
                        ",1,,,Sandi,
"April 19, 2024","I lost many photos from private files. How to recover those photos since I
                            don't have any backup",1,,,Hari priya S.V,
"June 15, 2022","It's pretty cool app is for us organizing you pictures it's pretty cool as
                            soon as I'm able to use it I'll give an update and let you know how everything is with it
                            I'm testing a few different apps right now but I will let you know as soon as I can",3,,,Shantell Smith (SaSSieSaLLie),
"January 4, 2024","Great gallery app. My only concern is the annoying ads, but it's worth the
                            4.99 upgrade",5,,,Ashley Collymore,
"December 11, 2021","Best and perfect apps so far, I've been looking for a way to hide pictures
                            on my phone, until I get this great app. Great work!",5,,,alabi samuel adedayo,
"June 2, 2023","Very pleased with this app. There are ads, but they're pretty minor compared
                            to other ""free"" apps.",5,,,Josh Campbell,
"April 13, 2022","Hey , I have lost my phone and there were many private photos on this
                            app..can you please help me with erasing that so that no one can misuse it ..it will be
                            really helpful from your side.",4,,,Allen John Abraham,
"April 14, 2022","I'm happy with this app, It allows video sorting, I was looking for such for
                            a long time, now with this app I can have playlist of videos and so much more, Great job!
                        ",5,,,kenny bongs,
"February 24, 2021","It's really the best gallery app I've used.. Try for yourself and see But
                            lately I can't save the pictures and videos on the status of others",5,,,Derrick Okai,
"March 18, 2023","It Actually preselects duplicated pics for you and unlike the other apps it
                            only selects one of the duplicate pics so you dont have too deselect the one you going to
                            keep",5,,,Cameron Williams,
"September 24, 2022","This app is so good no doubt, I love the way it has given me easy access to
                            all my images and videos, the grouping and the privacy. Best gallery app I've used so far
                        ",5,,,Kenny Fabian,
"April 25, 2021","You are going to love this app plenty of space and it allows you to edit
                            videos that you save just what I was looking for simple to use I give it a four stars all
                            day💪🥰",5,,,charles miller,
"October 13, 2023","i have used this app for one year butt today my persona photos and all other
                            documents were lost .. whats the problem they suddenly disappear from this app.. can i get
                            back them plz",3,,,Ghulam Ali,
"February 14, 2022","🤩😍😍😍😍😃Perfect! It's very well organized and does things no other
                            gallery does. Keeping forever!",5,,,Q S,
"November 16, 2023","Not able to open the app as it always prompts for Storage permission and
                            when trying to provide all permissions, storage is not listed under permissions.",1,,,Prasanth Kumar,
"October 6, 2021","Excellent 👌👌👌 Everything is secure 👍 One thing Trash Folder is not in
                            Gallery If possible please it is necessary because sometimes we deleted a picture or video
                            by mistake then we can restore this picture from Trash Folder Very lovely Application",5,,,tariq mehmood,
"November 30, 2022","I love the app , it requires for wats wrong so as to operate it . Wow i
                            trust my pics r safer here i just love this , storing my pics in a private folder is so
                            amazing indeed thanks for the gud job",5,,,Kimera Yusuf,
"August 20, 2023","So simple and easy to use I've used this app on three different phones yes I
                            go through phones like a hot knife goes through butter anyway good app definitely recommend
                            using this one🙃",5,,,Jose Escotto,
"July 27, 2020","I like this gallery app. It's easy to organize and edit my photos, the
                            security feature is amazing, take my 5 star.",5,,,Robert Simen,
