Name,iCloud Reviews,rating,recommended rating,date
Matthew D.,"""Easy storage ""
Overall: iCloud is an easy way
                    of saving my files without taking up space on my hard drive and allows me to seemlessly access the
                    files 
Pros: It is so easy to add files
                    to the cloud and then access them without any issues. I like how the cloud automatically syncs over
                    my apple products
Cons: I feel it would be
                    beneficial to be able to share documents with others that may not have iCloud also",3,10-Oct,10-Feb-22
"Faith
                            W.","""Icloud""
Overall: I would definitely
                    recommend the use of icloud to any employer. There is a really easy access and it is very user
                    friendly. There is also easy access from multiple devices while using icloud. 
Pros: Easy access to all apps
                    that are required for everyday use. 
Cons: Sometime there are glitches
                    in the software and it makes it difficult to use. Also, sometimes the network does not save the
                    correct data.",3,10-Oct,14-Jun-20
Nicholas G.,"""Easy integrated solution for storage.""
Overall: Have used the cloud
                    and email services for many years, never had any issues.
Pros: It’s simple and easy to
                    use. With the automated sync features for documents and photos it’s basically an easy set up and
                    from there it’s all taken care of. 
Cons: It’s limited to use on
                    apple devices, but that is what I use it for. I have other storage and file sharing solutions on my
                    Pc devices.",3,10-Sep,24-Jun-22
"Adam
                            J.","""Overall, I think iCloud is great for most use cases""
                
Overall: Overall the benefits
                    allow for simple and intuitive cloud based storage and software solutions. 
Pros: iCloud helps with most
                    consumer users who need some form of Cloud based storage and unification of software products (on
                    iPad, iPhone, MacBook, etc). 
Cons: It is a bit constrained,
                    and has less features than something like Google Drive. However, it does well with Apple devices and
                    is native to those products.",3,10-Oct,11-Apr-21
"Mike
                            C.


Verified LinkedIn User","""IF you are on an I-Device, use it. Otherwise there are
                    much better options.""
Pros: 5GB of storage if you own
                    an I-Device. Easy to use. The file-syncing and storage is good for use on Apple devices but I don't
                    see much use for it otherwise. It comes pre=packaged with all apple products.
Cons: Google and Microsoft's
                    cloud integration blows iCloud away. The only reason I could see anyone using iCloud is if they are
                    on an Apple device. Even then, I would only use it for the basics. Since I left the Apple world year
                    ago I no longer use iCloud.",3,10-Oct,29-May-18
Sabrina J.,"""My Favorite!!! ""
Pros: So Icloud is so amazing and
                    so easy to use among employees when I provide Ipads at work to share and send documents. Also
                    employees with Macbooks or Apple Iphone with the pandemic I can share easily with them in the
                    comfort of they home and it makes my life so simple.
Cons: No cons its a really great
                    price for an awsome amount of space.",3,10-Oct,8-Jan-22
"Manju
                            P.","""Secure platform for file storage""
Overall: Very secure platform
                    for store files.
Pros: We can store files with
                    security. Real time synchronization is really great. Easy to share files with team.
Cons: Little expensive, not
                    suitable for small team.",3,10-Jul,4-Mar-22
Roberto R.,"""Great product""
Overall: Great! Everybody
                    should use it to store their files and photos. Its a beautiful resource 
Pros: Very easy to use,
                    intuitive, works flawlessly if you are an organized person you can open new files and save
                    everything in your computer as a back up 
Cons: If I did have a con, it
                    woudl be the price, but it's so cheap that it rally isn't a con.. can't think of anything bad a bout
                    it.",3,10-Mar,2-Jun-22
Whitney H.,"""Storage for cheap! ""
Overall: It’s easy and
                    convincing especially with an Apple product. 
Pros: Fast easy and super
                    convenient just pick how much you need and there you have it! 
Cons: Have issues with certain
                    media files and audio files",3,10-Sep,17-Feb-22
Mustafa F.,"""Helpful Storage""
Overall: I take the pictures
                    of the documents very often. I know that iCloud keeps them. 
Pros: It comes automatically with
                    my iPhone. It keeps my pictures and videos in iPhone automatically. This is a very good feature
                    because I cannot store my pictures by myself immediately after I take them.
Cons: The free storage capacity
                    is too low. So sometimes I have to delete some data.",4,10-Aug,14-Oct-22
Heather L.,"""iCloud ""
Overall: Very reliable and
                    effective software. Above satisfactory. 
Pros: Everything it represents.
                    From storage to privacy to encryption etc. 
Cons: No complaints as of this
                    date. Everything is satisfactory. 
Switched From: Google Drive
Reasons for Switching to
                        iCloud: I needed to upgrade.",4,10-Oct,28-Jul-22
Danyel C.,"""The Grove of Cayce ""
Overall: love it I don't have
                    to worry about my photos 
Pros: I can save photos of the
                    job and never remove them 
Cons: that all devices are all in
                    one I can't have 2 different account",5,10-Oct,17-Feb-23
"Marsha K.


Verified LinkedIn User","""Easy to Use Like Desktop Sync""
Overall: A good service from
                    Apple that secures my files on the cloud. Love the easy integration with my windows desktop that I
                    used in my office. I feel good knowing that my important files and photos are stored remotely.
Pros: Free - good integration
                    with windows
Cons: Limited storage in the free
                    version.",4,10-Oct,13-May-17
Stephanie N.,"""Not worth it, continue saving on external hard drives. ""
                
Overall: Not exactly happy. I
                    am currently working on getting all of my ""stuff"" on external hard drives, like I used to, so I can
                    delete and leave iCloud. I simply just don't think it's worth the money. All it's doing is saving
                    your ""stuff"" in a safe digital space. 
Pros: I think the only thing I
                    enjoy about iCloud is how quickly I was able to get it set up and going since both my phone and
                    laptop were apple products. (I'm not sure if it's that's easy if you start with other devices)
Cons: It's extremely difficult to
                    go through your ""stuff"" fast enough or continue to remember to do so, and then it's saved on the
                    ""cloud"" and BOOM your cloud space is full and you need to pay for more. I was amazed at how fast my
                    iCloud space went and I needed more.",4,10-Oct,20-Jun-21
Charlene M.,"""iCloud is great for freeing up space!""
Overall: For as long as I have
                    used it, it’s been a reliable service.
Pros: It’s easy to one click
                    everything you want saved to the cloud, especially if you bust your phone, very easy to back up. I
                    have used it for at least 10 years now.
Cons: Sometimes dealing with
                    apple can be difficult if you’ve forgotten your password, or your kid has locked your phone.
                    Hopefully they’ll fix that feature one day !",3,10-Oct,24-Nov-21
Georgina B.,"""Helpful!""
Overall: It's easy to use, and
                    losing files is never part of my problems no more.
Pros: Being able to store
                    important files or folders, and also be able to delete what you no longer find a use for. The app is
                    easy to use, and integration with my existing business processes is easy. 
Cons: Not enough iCloud space is
                    given for storage compared to the price charged for it.",3,10-Aug,5-Mar-23
Brandon P.,"""iCloud User""
Overall: Lost Prevention of
                    data is a big plus. Simple to use and simple to upgrade.
Pros: Easy to integrate into your
                    current iPhone and can access on all other Mac related devices. One iOS system is always easier to
                    be able to use than 2
Cons: Using w/ non-apple products
                    are inconvenient. Ex: Microsoft Computer w/ iCloud will not work as well as Apple to Apple products",3,10-Aug,5-Aug-22
marlene L.,"""Icloud user""
Overall: The iCloud has been a
                    big time saver for me. You are able to login from any Apple device just by logging in.
Pros: I really like the iCloud
                    because when i change phones, I still can access all my information. It is super easy, just login
                    and you're ready to go.
Cons: I have not found anything
                    that I dislike about the iCloud. It has helped in so many different ways. Will always use this
                    software.",5,10-Aug,23-Apr-21
"kala
                            mallik K.","""best sageguard app""
Overall: it is very good app,
                    well organized with 100% privacy. no one can access your data, well secured. more compatible with
                    other apple devices that makes easy to synchronize exchanging the data within apple products. 
Pros: the app is well secured
                    with 100% protection and privacy.
Cons: nothing least to tell about
                    this app, but once you keep the username password, make sure you remember it otherwise very tough to
                    recover the data",4,10-Oct,27-Jan-22
Anthony O.,"""Reseña sobre iCloud""
Overall: En lo general ha sido
                    una experiencia bastante buena, buena seguridad y privacidad. También me ha facilitado muchas cosas
                    como traspasos de archivos entre dispositivos.
Pros: Tiene una seguridad y
                    privacidad en el usuario única, esto hace que seaun software muy confiable, aparte de su amplio
                    almacenamiento y fácil uso.
Cons: La versión gratuita no
                    cuenta con mucho almacenamiento.",4,10-Jul,9-Jan-23
Meaghan K.,"""iCloud is for Everyone""
Pros: Great tool to keep
                    documents accessible to all team members. 
Cons: Nothing. I'm glad that I
                    can access documents when I am offline. Great feature.",4,10-Jul,1-Nov-23
"Hussein F.


Verified LinkedIn User","""Security issues""
Pros: Great tool for overcoming
                    the storage constraints on the phone.
                    Great pricing for the quality.
Cons: Security issues are a
                    concern, need to be updated so the user feels safe.",4,10-Aug,9-Nov-21
Chelsea K.,"""Necessary Evil.""
Pros: The only good point to this
                    software is that it is already downloaded on the Apple product.
Cons: The main issue I have w/
                    this software is that you have to pay for any “real” storage, something that the overly expensive
                    Apple product should already come with. Most Apple products specifically require iCloud to function
                    properly, which is difficult due to Apple’s lack of specialized software with no alternate options.",3,10-Aug,6-Aug-20
"Prathima K.


Verified LinkedIn User","""Good tool for cloud backup in the apple devices, works
                    efficiently.""
Overall: Overall icloud is a
                    by default choice for apple services is very data breaching. The search filters that need to be even
                    more improved.
Pros: The mobile access is very
                    nice and seamless. The data storage management is very great and helpful. The encryption provided by
                    the apple is even more reliable compared to other cloud backup server options available.
Cons: Real time synchronization
                    works effectively but sometimes in case of very learge files, it become unable to fullfil my job",3,10-Oct,15-Mar-23
Tanisha J.,"""iCloud is the best! ""
Overall: My overall experience
                    has been amazing. 
Pros: I love the privacy of
                    iCloud. I love knowing that my information is protected. 
Cons: I would like it to be a bit
                    easier to learn. 
Switched From: Android 11
Reasons for Switching to
                        iCloud: I was always told that iCloud was better.",3,10-Jul,30-Aug-21
"Cam
                            S.","""Best when used with multiple devices""
Overall: It is a good storage
                    service with great backup functionalities. However, it gives the user limited options when not using
                    Apple products. 
Pros: It synchronizes all my
                    devices and helps me store my information on the cloud. It also has recovery and back up features.
                
Cons: It cant be integrated with
                    devices that don't operate iOS, like a laptop o android phone. This ties the user to only iOS
                    devices.",5,10-Oct,16-Apr-21
"ROSE
                            T.","""Practical""
Overall: Very good and easy to
                    use. 
Pros: Cloud is a great product
                    but I would like to see more free storage for the lower end customers. This is the only problem I
                    can see with this product otherwise I use it often.
Cons: There should be more free
                    storage for the lower end customers. That would make it more popular and hopefully spread its use to
                    the middle level income customers.",5,10-Oct,5-Apr-22
"laura
                            K.","""Cloud storage for a very reasonable price""
Pros: I enjoy using this cloud
                    storage because it is low priced and is a great place to store all my photos and important documents
                    so that I can free up storage space on my phone and computer. Very useful in case you ever need to
                    wipe out your hardware drive and need a secure cloud storage.
Cons: All apple products are
                    great. I have nothing negative to say.",5,10-Oct,25-Jun-20
"Gunjan R.


Verified LinkedIn User","""iCloud- Best application to manage data""
Overall: The iCloud is an
                    effective application for the iOS users.
Pros: All of the data including
                    photographs are stored safely on iCloud. The application is quite user friendly and easy to use once
                    you get to know the basic set-up.
Cons: The application offers you
                    a good amount of storage but to access more you are required to pay some amount.",5,10-Aug,12-Oct-21
"Verified Reviewer


Verified LinkedIn User","""Mobile/Desktop Benefits""
Pros: iCloud is seamless with the
                    Apple phones we use, and even though there are Google apps that do the same thing, the ability to
                    take a photo and have it sync with the cloud takes out multiple steps if I was trying to use another
                    app to do the same thing. When we have events or other events where I don't have time, it's nice
                    that I can trust it will automatically back up. Also, contacts and other important info I know I
                    always have a backup
Cons: I have had some issues with
                    connecting to iCloud on my phone, and that it doesn't work as seamlessly as it could. I was able to
                    troubleshoot it myself but I try to avoid having to do extra work, which is why I use iCloud and not
                    other services.",5,10-Jul,3-Mar-22
Kristin R.,"""iCloud sync ""
Overall: Overall this is great
                    for additional storage but it's not the best at user friendly interface design.
Pros: The best feature of iCloud
                    is its seamless syncing from iPhone gallery to the web.
Cons: The interface doesn’t allow
                    quick image previews. You also can’t search easily. I would suggest there is an upgrade to allow
                    more ease of use from the web browser.",3,10-Oct,12-May-22
Pamela S.,"""Apple ICloud is great for doc and photo storage""
Overall: We currently have
                    thousands of documents and client's pet's photos in our database. it is great to free up storage
                    space and know that they are safely stored away.
Pros: I love that all of my
                    photos and documents are regularly backed up and safely stored safely in one location
Cons: I have no complaints. I
                    have not found a reason to dislike this software. It is so user- friendly and inexpensive.",3,10-Sep,15-Jul-21
Deborh U.,"""good but pricey""
Pros: It's good, it helps sync
                    photos and messages on all devices
Cons: Its expensive for more
                    storage and the free storage fills up fast.",3,10-Aug,3-Nov-23
"Pablo
                            M.","""iCloud""
Pros: One of the best solutions
                    for cloud storage and file sharing.
Cons: So far, no problems using
                    iCluoud during these almost 2 years.",4,10-Oct,26-Feb-23
"Wendy
                            J.","""Virtual Storage Unit ""
Overall: I like that this
                    software backs up my data on my phone without my having to prompt it to do so. I like that it frees
                    up space on my phone without me losing any content or photos. 
Pros: I like the ease of use,
                    being able to access it from both my phone and laptop. I like that it automatically backs up my
                    photos. 
Cons: I can't think of a single
                    thing I dislike about this software. It's great!",4,10-Sep,31-Jan-22
"Pear
                            L.","""My Pros and Cons""
Overall: iCloud is very good
                    and very useful and I love it. It helps me with everything just like I said it helps me with my
                    privacy and important information.
Pros: I love iCloud because it
                    secures everything on my phone and passwords so no hackers can get a hold of it and hack everything
                    because I have very important pictures and privacy so I am very happy that it does that.
Cons: I don't like the fact that
                    the iCloud storage is very limited and you have to buy to get more. You also have to pay monthly for
                    more storage like why can't you just pay for it to not be monthly because you just have to waste
                    money to get more storage that you could get from just restarting your phone again.",3,10-Oct,17-May-22
"Luana
                            A.","""The best exists and it's here in the palm of your hand""
                
Overall: My darling for life!
                    I loved the experience I'm having with icloud. Everything is saved without risk of losing anything!
                
Pros: High encryption , so my
                    data is super secure , super handy and well organized ; I manage and leave it with third parties too
                    and never had any problems. I just love icloud.
Cons: I would like it to have a
                    little more internal storage memory, but I understand that the platform has to profit and with that
                    it has plans to increase the storage.",4,10-Jul,27-Jul-23
"Aline
                            S.","""very safe""
Pros: I really like the security
                    of the software. I trust the brand
Cons: I only find it a little
                    difficult when I need to pass the documents to another device.",5,10-May,23-Feb-22
"Verified Reviewer


Verified LinkedIn User","""ICloud is the Extra Space We needed!""
Overall: Overall, my
                    experience with ICloud has been awesome. We need the space in an easy to use platform and and iCloud
                    has done this for us.
Pros: I love how easy it is to
                    upload to and utilize the cloud. This makes it easy to tap into that extra storage we all need.
                
Cons: I have only good things to
                    say about iCloud.",3,10-Aug,27-Nov-23
Mengjia C.,"""Essential storage for iPhone/iPad users""
Pros: This is the most important
                    storage tool for iphone/ipad users. Very easy to set up and use.
Cons: We can sync the storage
                    only when connected to Wifi.",3,10-Jul,26-Feb-22
Tristan P.,"""Icloud is VERY good!!!""
Overall: I have been using for
                    7 years and its held up very strong
Pros: I love the fact that I have
                    easy access to it. And I can store however much data i need through Icloud 
Cons: I don't like the fact that
                    it takes so long to download all my storage. And when they finish downloading it just scatters my
                    pictures all over my photo library.",3,10-Aug,31-Oct-22
Kineta G.,"""Apple iCloud is amazing!""
Pros: Everything is great, I love
                    that I can see my purchase history.
Cons: Everything is good, I did
                    not find anything wrong.",5,10-Jul,3-Aug-22
Sunzia S.,"""Very short storage in iPhone""
Pros: It backup regularly and and
                    automatically
Cons: Very limited storage in
                    iPhone. you need to buy if you need more storage.",5,10-Mar,18-May-22
"Wahyu
                            A.","""Good for save data""
Overall: I like this
                    cloude,and i will use this cloud for save any think, :)
Pros: Can save any data like a
                    photo,doc,and any think u can save without worry if data will lost.. like this cloud
Cons: For storage free to small
                    but that enoght for free space..some time lagging to save to your cloud,u must have good concetion
                    internet..",5,10-Jul,29-Jun-20
"Kiara
                            C.","""Not really necessary ""
Pros: That it has a lot of
                    storage space for a small amount of money
Cons: That you have to pay
                    monthly to keep your storage",5,10-Oct,25-May-22
Jordan M.,"""iCloud review ""
Overall: Me I use iCloud
                    everyday and it’s perfect for my iPhone needs.
Pros: It’s good because I can
                    upload while I use my phone and even with the phone on lock it still up loads everything
Cons: Price could be a little bit
                    cheaper because like google it’s real cheap but if iCloud would lower prices.",5,10-Feb,8-Jan-23
Arthur A.,"""Great for iPhone users, but require improvements in
                    e-mail platform.""
Overall: Overall, I feel
                    satisfied with iCloud because it allows me to save my files and data remotely. 
Pros: Easy to perform backups of
                    your data and affordable storage upgrades, allowing data transfer from older to newer iPhones.
Cons: iCloud's e-mail does not
                    sort e-mails by their types such as advertisings, socials or promotions, but put them all together
                    in one mailbox.",3,10-Aug,8-Oct-21
"Yunus
                            Ö.","""iCloud success""
Overall: iCloud is an
                    application that I have at hand when I need a storage space that I have been using for years.
Pros: iCloud is a very successful
                    project in my opinion. I recommend it to everyone. I give this application ten points out of ten.
                
Cons: What I don't like is some
                    panel skins. other than that",3,10-Aug,18-Jun-22
Trindiad de Jesus H.,"""Definitely the worst in cloud storage""
Overall: Not at all good
                    experience a lot of work sending files so that the storage system will not save them correctly its
                    strong point is only video and images in all other types of files it fails even if they are design
                    program files apart from the fact that device compatibility is a nightmare
Pros: 
                    The transfer of files is good, the synchronization is quite good, but those are its only strong
                    points.
Cons: The service is very
                    expensive compared to others, files that are not images, it does not handle them well at all, it has
                    a lot of problems with devices that are not of the Apple brand, the truth is very disappointed, you
                    cannot create a network with different devices because it generates many conflicts.",3,10-Oct,2-Apr-22
"Zaven
                            G.


Verified LinkedIn User","""good one""
Pros: I like it as I can use my
                    laptop screen files from everywhere just from my phone.
Cons: for price giving not much
                    space, and annoying reminders",5,10-Aug,25-Oct-20
Leslie Ann P.,"""Cloud Management ""
Pros: The most important thing I
                    could easily think about using this app is being able to save storage and more importantly being
                    able to access your files everytime a new device is bought.
Cons: The monthly fee is the
                    least likeable about this software. A lot of other cloud services offers the same for free.",3,10-Jul,24-Feb-23
Georgina C.,"""iCloud Review""
Overall: It’s been good! Would
                    like some more understanding on how it works. 
Pros: It’s nice to have all my
                    documents in one place and where I can access from either my computer, phone, or iPad. 
Cons: I hate that from one device
                    to another at times I am not able to access something I uploaded on my phone that I originally
                    uploaded on my iPad. 
Reasons for Choosing
                        iCloud: Apple is the best",5,10-Aug,19-Mar-22
"Mateus C.


Verified LinkedIn User","""Icloud""
Overall: No geral a
                    experiência é muito positiva para usuários IOS. 
Pros: Aplicativo muito confiável
                    e fácil utilização para sistema operacional IOS, ajuda a não precisar de um celular com tanto HD.
                
Cons: Voltando para sistema
                    operacional IOS o que gera interdependência nos seus outros equipamentos ou há dificuldade de
                    comunicação",5,10-Sep,3-Oct-22
"Aldo
                            R.


Verified LinkedIn User","""The best cloud app will you not notice""
Overall: It's great for what
                    it's needed to do and nothing more.
Pros: It does exactly what you
                    need it to do in the background without eating up a lot of memory
Cons: Having it tied exclusively
                    to your Apple ID is a bit inconvenient if you want to use it for other means.
Reasons for Choosing
                        iCloud: It was less of a choice and more a necessity with the way Apple products work.",3,10-May,8-Mar-22
Matthew M.,"""I Love Apple ""
Pros: Everything the storage the
                    amount of space 
Cons: I Love Everything About
                    Apple Down To Phones And All Products",3,10-Oct,1-Aug-22
"Nicky
                            O.


Verified LinkedIn User","""Unless you have alot of photos, iCloud is not needed""
                
Overall: I used to use it and
                    pay monthly for storage. But once I deleted a lot of unnecessary things in my phone, it cleared up
                    storage and didn’t need to pay anymore for storage. 
Pros: I like that iCloud offers
                    different amongs of storage. 
Cons: I find it kind of expensive
                    if it’s not necessary to use every month.",3,10-Aug,1-Apr-24
"Brian
                            K.","""Great Service ""
Pros: It fast and reliable and
                    easy storage for time to time 
Cons: It’s great and I have no
                    complaints or issues",5,10-Sep,8-Nov-22
"Ana
                            Beatriz S.",""" perfectly passable and incredibly convenient for Mac and
                    iPhone users in particular""
Pros:  perfectly passable and
                    incredibly convenient for Mac and iPhone users in particular.
Cons: The less positive points
                    pointed out for this storage software are the need for an internet connection, the fact that some
                    features can only be used with Apple apps or the transfer of large files becomes very slow.",5,10-Aug,9-Jan-23
"Lois
                            O.","""Goes without saying - necessary for idevice users""
Overall: Overall it performs a
                    useful function though I mostly use it for personal photo storage 
Pros: The automatic sync is
                    convenient and the pricepoint is fine
Cons: As with any apple product
                    or software, you're not given a great deal of choice. The ease of use in mobile isn't great to be
                    honest. Sometimes I find it hard to find things that I think should be there",5,10-Jul,3-Mar-22
Charise W.,"""I cloud storage ""
Overall: I've been using
                    icloud for years, never had issues with it and I can access it on any device and access my stored
                    memories 
Pros: It is inexpensive and easy
                    to use, for the prices you can get a great amount of safe storage to store your precious moments
                
Cons: I didn't find anything I
                    least liked about this software, it works great!",5,10-Sep,8-Jan-23
"Verified Reviewer


Verified LinkedIn User","""Best online cloud storage provider""
Pros: The fact that I can sync
                    the media files like photos, videos, emails, etc. and easily share them with the required people is
                    made easy. Also, I can manage my devices like AirPods, iPhone, MacBooks directly/
Cons: Sometime the
                    synchronization is bit slow.",5,10-Sep,5-Oct-22
"Ignas
                            A.","""Promising iCloud plus""
Pros: Like the immediate sync
                    across the devices.
Cons: I bit too pricy. Also
                    iCloud plus could have more perks",3,10-Sep,30-Oct-22
"Jamie
                            Lyn B.","""Love the cloud""
Overall: Great. Love apple and
                    love that it keeps my stuff safe and saved! 
Pros: I love the cloud. It’s
                    great — a great concept and I’m so thankful for it. It has been so helpful to back up everything I
                    have without having to worry
Cons: No complaints here — it’s a
                    great idea, affordable, and does what it needs to do. I am grateful for this product.",3,10-Aug,8-Jul-20
"Scott
                            R.


Verified LinkedIn User","""Scott’s review ""
Pros: I like that iCloud has the
                    best security available 
Cons: The learning curve is steep
                    especially if you aren’t a normal Apple user",3,10-Sep,12-Mar-22
"Juan
                            Ramon M.


Verified LinkedIn User","""Almacenamiento extra para tu iPhone""
Overall: Soy un usuario de
                    iCloud desde hace varios años y puedo decir que mi experiencia ha sido en general positiva. Uno de
                    los principales beneficios que he encontrado al usar iCloud es la facilidad de sincronización entre
                    mis dispositivos de Apple, como mi iPhone, mi iPad y mi MacBook. Todo lo que guardo en mi iPhone,
                    como fotos, contactos y notas, se sincroniza automáticamente con mis otros dispositivos, lo que me
                    permite acceder a la información que necesito sin tener que hacer una copia de seguridad manual.
                
Pros: Integración perfecta con
                    dispositivos de AppleAlmacenamiento en la nubeSeguridadCompartir entre usuarios de iCloud 
Cons: Limitaciones de
                    almacenamientoProblemas de compatibilidadProblemas de sincronización",5,10-Sep,10-Apr-23
"Lich
                            B.","""it's good for save all your images.""
Pros: It's easy to sync all my
                    images to my iCloud.
Cons: it helps me save my money
                    to not buy a new iPhone with high-capacity storage.",5,10-Jun,11-Mar-22
"Kaivan S.


Verified LinkedIn User","""Good security ""
Overall: I enjoy using it
                
Pros: It’s security and it’s
                    speed of syncing!!
Cons: The cost to get more
                    storage is a little bit higher than other storage 
Switched From: OneDrive
Reasons for Switching to
                        iCloud: Moved from android to iPhone",3,10-Jun,10-Mar-22
Naresh Kumar B.,"""Store the personal data with extra care and security""
                
Overall: Very good experience
                    to store the personal important information in secure place. 
Pros: I'm one the user from many
                    to use iCloud to store personal data like photos and videos as its very secure.
Cons: Limited iCloud storage is
                    sometimes frustrating, I feel if I have some more extra storage might be useful to store some
                    important information.",4,10-May,20-Jun-21
William M.,"""iCloud Does what it needs to""
Overall: It is another cloud
                    backup that I use to help prevent the loss of data and it works as I need it to work.
Pros: It is user friendly. Allows
                    for personal or business use. No real learning curve. It syncs easy and reliably. 
Cons: You can't set your own
                    encryption keys. The user interface isn't business friendly. Remote use can be a pain at times.",5,10-Oct,17-May-21
"dave
                            B.","""Good for iPhone""
Overall: Great for backing up
                    data and accessing filed from my phone on a computer. 
Pros: Good to backup iPhone, Good
                    to transfer files from my phone to computer or vice versa, Good for extra storage space, cheap price
                
Cons: Not so good for sharing
                    content or links with other people. Sometimes a little fiddly to navigate through Files on iphone",3,10-Jul,21-Apr-21
"Ruwan
                            D.


Verified LinkedIn User","""iCloud for Apple users""
Overall: According to my
                    experience iCloud is better than others.If you are an iphone user pretty sure that you already know
                    how useful iCloud is.
Pros: I think I didn't have any
                    disappointing moment with iCloud . It is a great way to expand space when your device is running out
                    of storage. Also I had nothing ti worry at all when syncing data from my old iphone to the new one.
                
Cons: I wish the payment would be
                    a little lower when it comes to adding extra gigabytes . And there is no Android support at all.",3,10-Oct,30-Aug-20
Henrique M.,"""the best work friend ""
Overall: 
                    I use the cloud to solve daily photo and video storage problems, share files and organize classes
                
Pros: 
                    I like the application for the ease in which I can save documents, files, photos and videos with
                    security, privacy guaranteed
Cons: The downside of the app is
                    that it's not very simple to use at first, especially for older students.",3,10-Oct,7-Jun-21
Jonathan L.,"""J.L. iCloud Review""
Overall: Since I've been
                    introduced to Apple and its iCloud service, I've been so excited any and every of its services to
                    ensure that I maximize my potential when using its service.
Pros: iCloud automatically backs
                    up my data ensuring that I don't lose any of my photos, videos or documents that are important to
                    me.
Cons: Similar to Safari, iCloud
                    is limited to only Apple devices and is not compatible with other devices like Android and more.",3,10-Sep,22-Jun-23
"Verified Reviewer


Verified LinkedIn User","""An online storage option for those within the Apple
                    Ecosystem""
Pros: Ease of access if you have
                    apple products
                    Software integration within apple products
Cons: Hard to access and use if
                    you don't have apple products
                    Some options are very obtuse or simplistic
Alternatives Considered:
                    Dropbox Business and Google Drive",4,10-Jun,9-Nov-21
"Yusuf
                            E.","""iCloud for storage!""
Pros: iCloud it's great for
                    control your storage and save them for future. Real-time sync great,aplliaction cloud system great
                    too!
Cons: Sometimes i just remember
                    that so many actors/actresses iCloud leaked, I'm not sure if its safe or not.",3,10-Sep,6-May-22
Alexander M.,"""Icloud is great for storing your photos, videos and more""
                
Pros: I like how easy it is to
                    back up my photos and videos from my iphone and can make sure all my important files are safe.
                
Cons: I wish the ability to use
                    it from my android devices was easier but i dont see that changing anytime soon.",4,10-Jul,31-Oct-23
khushboo P.,"""Only app i can rely on when it comes to storing data and
                    having full privacy.""
Pros: iCloud is the one service
                    that I can always count on. I've been using it for over a year now and have never had an issue with
                    data loss or privacy concerns. It's so easy to delete information and store it in multiple devices.
                    iCloud is also great because they give me full control over my data privacy and won't abuse my info
                    to send me ads or sell it to other companies!
Cons: it should be accessible in
                    any devices, not just an apple device",4,10-Oct,4-Mar-22
"Verified Reviewer


Verified LinkedIn User","""The synchronization with all my devices is amazing!""
                
Pros: Because I own multiple
                    Apple products, it's really nice to see all the documents and photos I have synchronized between all
                    my devices. Whenever I take a picture, it gets uploaded to iCloud and then transferred onto my
                    Macbook flawlessly. It's great!
Cons: There are some issues
                    between PC and iCloud sync. Sometimes the link gets broken, but most of the time it works.",3,10-Oct,11-May-18
"Nifah
                            C.","""iCloud ""
Overall: Overall great
                    experience. The backup feature would be a priority feature for me. 
Pros: I love how I can backup
                    items without loading them if something accidentally happens to my phone. Not losing data is the
                    key.
Cons: I love how it backs up
                    automatically now. No improvements needed in that department. We can even see the last backup and
                    time. No cons for me",3,10-Oct,5-Jan-21
"Peter
                            T.","""Icloud is user-friendly however it is expensive. ""
Pros: How I am able to access the
                    documents/photo from my labtop or phone
Cons: The price is very expensive
                    for the amount of storage they provide. 
Switched From: Google Drive",3,10-Jun,26-Oct-21
"Juan
                            Carlos V.","""Icloud Alta seguridad en mis docuemntos""
Overall: Estoy muy satisfecho
                    con este producto.
Pros: Me da la seguridad de tener
                    una copia de mis dispositivos de Mac y que su informacion es 100% segura.
Cons: No hay nada que no me
                    guste. es un buen producto en el momento de tener una coipa de mi tablet y la seguridad de su
                    informacion",5,10-Oct,11-Jan-23
Elizabeth D.,"""Great for business and family use""
Pros: It is easy for both
                    personal and business use, which is a big plus.
Cons: The price point of any iOS
                    products are fairly high, but most of the time they live up to their reputation.
Switched From: Google Cloud Storage",5,10-Jul,15-Jan-22
Braylin K.,"""iCloud review""
Overall: My overall experience
                    with iCloud is great. One thing I would say about this tool is protecting my everyday storage use
                    and that makes me feel safer while using iCloud.
Pros: This product is easy to use
                    in the work industry. Also this product can be used for almost anything which makes the use of the
                    product go higher up in values. Finally this product impacts my everyday life by keeping all of my
                    files and storage protected.
Cons: Something that I like least
                    about this software is the high costs. Another thing is that there is a danger of choosing the wrong
                    vendor which can cause many problems later in the process.",5,10-Oct,3-Sep-22
Ikiera J.,"""In the clouds ""
Overall: I love the iCloud
                    software, it’s very handy for storing all my data files if I need a backup storage device, it’s
                    perfect for keeping track of all lost files, you can’t lose anything if you’re in the clouds lol
                
Pros: I love how no matter how
                    old the files are, they don’t go anywhere unless you delete them out the cloud yourself & I love
                    how it’s your own virtual storage space
Cons: I hate how it doesn’t have
                    all the functionalities & controls like the phone, if my phone is broken, it’d be great if I
                    could log in the cloud, go to messages or contacts & send a text straight from iCloud but I
                    can’t, that’d be a cool feature",5,10-Oct,11-Jan-24
"Danya
                            S.","""iCloud is the way to go""
Overall: I have been very
                    happy with the ease of use and ability to share documents very quickly.
Pros: I like that my entire
                    family can easily access and share documents, music and photos.
Cons: I find it can be difficult,
                    at times, to use on my phone. So I tend to only access it on the computer.",3,10-Aug,17-May-22
